Id,Predicted
19307997,430.13996226561443
20176193,100.57744852326054
19485371,84.77377019506
13079990,69.3699307295974
22339757,125.00098672938904
7717071,87.86187701085217
19416433,228.61380498310064
28602814,237.38675194814203
3167768,266.8375465317621
22026277,302.395848090619
20982450,84.13848611635562
16271468,105.3541048808537
14445183,133.8154154192056
6040356,95.8562989378061
11484489,132.60701451242608
29541600,194.13276396499833
2793834,180.51184260746678
588677,133.7308347139384
22940375,197.25145319536458
26126728,153.50814300662157
8072662,177.6625879771185
26250574,167.9256486684833
19568889,151.51337184867666
2048796,64.40138251511462
24938213,104.18767870212513
8555036,143.14053443200834
22108302,105.10256265833809
3625656,105.7901687625824
11238715,96.38573700451713
5041360,87.39632907209136
3989564,132.99455877069997
22662308,223.16378729387898
17728208,147.25246019246043
13597896,119.08336775990655
13083638,140.4416687635108
8760775,87.82495655202592
25518930,136.26927662109244
17256297,166.9847310080197
1975069,135.2399288631174
479285,68.7612391723892
22050058,108.72851617347723
21844210,342.52431362738116
25835470,19.260560592329824
27853108,170.41225746874682
9486111,250.7924292474662
23148095,73.62331773517505
26603929,122.86697757028472
6272181,81.57346327387589
22674576,97.57636094864532
20758205,202.71176246110565
22928982,565.7596252803941
28582815,138.71782501875506
13406622,523.4232898689047
24429072,238.5574353034434
4031951,71.33178409306677
25380861,193.8316618065292
18946416,267.04067615721874
9028856,306.7628302298294
29455324,321.7194255221027
23342877,113.20469079815379
28333465,71.6071509363519
29335812,169.4377257431662
15621557,67.93727196719698
22240208,289.1150241913715
14851292,125.38071069745536
13649833,60.36479476203803
6843556,203.34634422900072
4881610,95.57591618683324
14125183,64.25985143926084
13374115,99.68111982909052
12495831,179.34296558013335
11963123,162.0738409983026
16024539,100.09371773645688
4351563,105.24324198981911
27141784,69.74903320016239
14684699,130.83436552850412
5031569,71.26842401186002
9046203,162.06493450608667
16238779,464.1295795625641
4629359,249.6574888948747
3811186,104.20577545865181
8703711,114.0831727569144
26814509,453.56531326124025
17556436,98.79847621234661
27368543,204.86716273868905
16456543,75.02834681836973
190542,128.38126175672016
18753645,158.25836498154266
14928996,83.24444796000965
24918804,200.23839544728955
29569480,88.50306773909998
4434797,89.03609470172366
7403108,143.14053443200834
14070967,106.62820812038609
28624477,97.26151604691006
7632182,142.67064448561342
27507052,108.03143317542853
10681555,108.63929452649973
26224149,102.58308922969519
15010339,67.0317296138515
21979587,106.68051234414085
491123,121.69987180558753
1703303,156.32737391739965
13276073,234.48911330099588
10336325,148.0420614424273
18504631,76.70737981908077
12983221,202.23110360743783
28893280,168.56471839344667
10995810,87.39632907209136
29490463,79.84755309540212
19476873,253.6679818139682
11693193,164.49087084612424
3766496,158.90322736168682
13936825,78.92402515351961
9331413,170.70180504617215
15144105,80.83346713576994
25763994,88.58840865425881
18457273,94.7366408389227
10120414,205.4858045495352
26770369,103.85494839561093
26035905,100.03343664171021
7367864,197.1559977909628
18736642,122.40617376582676
21190435,75.28025656547982
3750917,86.67277313716181
29260109,412.9856067500688
26236287,48.23598142679225
23744530,126.26425108884715
22937557,54.92280033450244
11069190,141.76427819908866
14535422,144.27481012317475
29615038,100.13741688248489
28978145,96.9841938881986
9116831,96.62033299692521
4728136,85.39039618995305
26337553,58.25314984382385
20136238,92.18919590077499
19343700,184.5662174067899
16409970,174.47053317588333
25740704,236.53418106312625
27604010,291.9925359535604
29490455,303.4584600394238
9429015,194.08225149342923
17575407,66.2154163246833
17481087,158.44625314780612
29391342,166.11006677432553
16163768,155.4001776416715
21139341,217.04503913305254
301372,72.97343472315755
18824754,101.54455202370633
28652436,104.8629157959397
14762427,120.7826963500547
26338854,161.34822102059613
23902815,105.92780477472806
25289041,338.5464785774239
4325244,188.6146153409013
2695372,175.46130385970872
715070,169.44218284240714
21293326,134.99560823629957
4235620,83.11363538198609
27573123,119.52865354053472
5562710,144.99288510746584
6227341,89.86548147955298
9955143,131.43119211889302
22838613,94.00493039331221
8736291,118.73330003718337
22339572,117.3304667443853
7542840,134.2976981685372
11957593,77.95011818096161
25413957,247.97755395985922
8371626,89.39291262959328
13485043,138.29386199040408
20775042,75.97037147009944
15468790,74.67184312708586
7434615,119.19189849714189
26401133,152.08705917766733
7082866,180.32462099575835
9883870,267.5240787221516
13092522,78.1843653984516
26716581,86.45737814246502
18840683,105.24324198981911
13996108,228.5807511263963
26039386,124.17973975367704
27584712,89.48587858522046
1771989,117.40187422100188
13431961,226.3470026730016
14365130,137.3047426881093
23480798,154.4743956907032
24538997,97.8194365720204
20333200,103.64324848649662
16163482,369.119142475644
294353,83.76743906991024
16214500,112.42193762257048
12325291,580.2121242369935
918049,168.9827117184855
14110144,199.98513637259921
28670804,204.3859007820753
20504269,84.52517488272798
258740,153.4153505656646
22249905,207.59816374699489
29282847,221.15940193432073
14153242,151.1497592076731
6452188,130.67519205635548
22878070,294.5643220189112
14403485,111.51624137108186
12990172,107.90235387431147
12970522,180.73628561063296
19429274,100.53043413193788
13788900,194.80551221380657
21026558,142.21278451875864
15079046,130.2145805418558
20516112,114.91977866372412
18354821,58.28710239186576
17791923,139.73498456081168
25033991,258.7579907111355
27283118,134.4277815793018
17790276,108.13942736530412
21217451,94.01849002886286
4244479,119.55871127791323
19431893,80.95781738025997
7458297,95.61393024145914
21838658,128.962320183744
19764136,218.9458067112607
24352306,233.70865195505579
3951363,89.6225348919859
3758296,94.81759815895528
8241894,79.3103146379282
12050280,158.20870311329963
27133188,112.00604123335214
22153425,158.96561122465212
4447524,138.7126394134299
21550105,99.7034215600229
3929669,103.87889310409793
19787238,168.79138186220527
12806016,187.08812845917222
16544473,178.81805284750249
2267692,95.15808087707583
756892,127.19337028227658
17450190,81.11736266726368
83243,111.03264109798533
17590481,380.59243025550427
6919971,173.68907380253225
276120,203.1762951016058
24313537,248.07041512136874
18361399,196.21680114086064
8964308,109.60495631299082
1604488,120.16304455686502
7973484,189.9016322706919
20569589,201.32102103929978
24444586,57.33283652027758
17298,238.873759866157
26197763,84.72015556627973
2284454,571.3812155972103
16634804,106.5719828642558
2552938,218.6685946808421
26950547,192.8654851955394
25183760,204.86716273868905
10175187,101.24684316707416
19384143,249.67765501044286
8625398,132.8545391149634
6926686,93.85036048876714
27338569,146.5708934508645
26258306,132.98726562448212
6014327,185.86611778061697
26475819,81.36573083712125
13115688,227.1993632774673
3344383,219.54424764147853
27435179,82.66655335991749
3944737,131.78585513715507
23644347,81.81114508343765
21780636,157.28549040633152
5682992,141.8444762783175
253815,255.34750699440735
10038776,60.025074523668195
6809332,163.58734640982357
15037251,221.642841780634
7516992,74.18299470679244
19307798,216.55518930943822
1132201,114.49790989970248
4359703,175.6416676449075
976167,139.12083561264456
20827546,70.4388699584555
21171726,165.2221179112178
26735765,94.52775714289072
15494542,156.9797889426193
10289124,156.02200407600725
24678015,84.91780615730528
9089306,208.04633305457696
21211033,98.11268774461625
16740779,95.66624367480766
8504231,115.21116637428901
25949165,102.89838503719645
3359001,172.3103652274305
24583519,105.24324198981911
3850493,144.9758534095715
19530652,90.599946131199
19409691,110.00170651912136
17881079,109.4992920019586
23122670,109.2095034766824
16867729,108.2146783916527
11159781,58.494582267794414
16364491,217.03112432965463
22304581,101.49442234853474
5409372,156.08273959332513
23484328,89.86548147955298
5816154,82.87781167915837
13619661,101.63416003738602
16648750,138.80385350196335
19298911,64.17798256984508
21593872,119.73726782580641
23903189,132.8545391149634
14024257,133.78798309710888
25317793,61.00188389725106
1479113,68.58750707112308
13604994,105.37411672138337
10475047,73.56520156061097
2303583,189.40834433717072
16050081,157.98331282763513
27952152,60.85244346113744
17152350,268.22061299783127
19969420,123.24097688857117
25101138,144.4466768431051
10050847,87.20554183605866
11888948,140.26878647456758
2127713,111.59975897229243
4948953,92.23841592626083
6297613,105.87421737994555
16679726,111.91529344947162
9843826,179.59836577440154
21422090,86.62246246010015
18748170,75.40135131362173
3826037,44.28122871527658
840103,101.84737736853819
13004741,99.53771380864653
27018851,190.43523430964683
9247923,120.79087644150985
7808003,186.80389790277343
915020,152.78158726732713
19787716,86.1527745443719
9318504,113.33726206184494
15412415,110.29388621157295
28302975,158.44703961849928
24538208,119.72789367398023
391948,67.25494605880284
6607833,54.01642573609139
8045421,271.54637082398574
20904409,113.92741673793557
25946172,75.0014421900964
9512419,138.9685780505844
26951357,127.96465796000942
10338696,58.596396526111405
3352608,247.7996763005081
28491822,69.27794936469951
